prompt,label
Donne-moi afficher les éléments visuels de façon synthétique,Image
Donne-moi traduire le texte sans oublier les points clés,Autre
Peux-tu donner les descriptions d'image en détail,Image
J'aimerais bien fournir les dépenses totales en quelques mots,Valeur
Pourrais-tu indiquer le plan clairement,Structure
Je voudrais présenter l'organisation s'il te plaît,Structure
Peux-tu lister les graphiques de façon synthétique,Image
J'aimerais bien me faire un résumé,Résumé
Peux-tu lister les graphiques en quelques mots,Image
Je souhaite indiquer l'auteur,Question
Donne-moi extraire les figures en quelques mots,Image
Pourrais-tu afficher les valeurs financières de façon synthétique,Valeur
J'aimerais bien lister les graphiques rapidement,Image
Donne-moi expliquer la structure du document,Structure
Donne-moi lister les graphiques en détail,Image
J'aimerais bien extraire les points clés,Résumé
Peux-tu extraire les figures clairement,Image
Je souhaite extraire les points clés s'il te plaît,Résumé
J'aimerais bien indiquer l'auteur en quelques mots,Question
Je voudrais expliquer les résultats en quelques mots,Question
Est-ce que tu peux me montrer la structure s'il te plaît,Structure
Serait-il possible de me montrer les images clairement,Image
J'aimerais bien donner la date du document sans oublier les points clés,Question
Je voudrais me dire l'objectif,Question
Donne-moi partager par mail clairement,Autre
Je souhaite me dire qui est le responsable rapidement,Question
Est-ce possible de indiquer l'auteur brièvement,Question
Je voudrais donner la date du document en quelques mots,Question
Serait-il possible de identifier les visuels clairement,Image
Serait-il possible de indiquer l'auteur en détail,Question
Serait-il possible de expliquer la structure du document rapidement,Structure
Peux-tu me donner le chiffre d'affaires clairement,Valeur
Donne-moi convertir ce fichier,Autre
Est-ce que tu peux traduire le texte en détail,Autre
Donne-moi afficher les éléments visuels en détail,Image
J'aimerais bien télécharger le document avec précision,Autre
Donne-moi répondre à la question sur le projet sans oublier les points clés,Question
J'aimerais bien répondre à la question sur le projet brièvement,Question
Je souhaite indiquer les montants en détail,Valeur
Merci de montrer le budget avec précision,Valeur
Serait-il possible de me dire l'objectif en détail,Question
Merci de indiquer l'auteur rapidement,Question
Serait-il possible de me donner le chiffre d'affaires en quelques mots,Valeur
Peux-tu extraire les points clés clairement,Résumé
Est-ce que tu peux lister les sections s'il te plaît,Structure
Je souhaite imprimer le fichier sans oublier les points clés,Autre
Est-ce possible de convertir ce fichier rapidement,Autre
Je souhaite résumer ce document brièvement,Résumé
Pourrais-tu identifier les visuels en quelques mots,Image
Pourrais-tu me donner le chiffre d'affaires de façon synthétique,Valeur
Serait-il possible de donner un aperçu général avec précision,Résumé
Est-ce possible de indiquer le plan brièvement,Structure
Je souhaite donner la table des matières,Structure
Je souhaite résumer ce document clairement,Résumé
Pourrais-tu identifier les visuels clairement,Image
Je souhaite convertir ce fichier avec précision,Autre
Je souhaite me donner le chiffre d'affaires brièvement,Valeur
Pourrais-tu expliquer les résultats,Question
Est-ce possible de afficher les éléments visuels en quelques mots,Image
Pourrais-tu identifier les visuels clairement,Image
Je souhaite me montrer les images s'il te plaît,Image
Serait-il possible de ouvrir dans word rapidement,Autre
Peux-tu me montrer la structure brièvement,Structure
Est-ce que tu peux télécharger le document sans oublier les points clés,Autre
J'aimerais bien me montrer les images s'il te plaît,Image
Je souhaite partager par mail clairement,Autre
Est-ce que tu peux ouvrir dans word rapidement,Autre
Est-ce possible de indiquer les montants,Valeur
Merci de indiquer l'auteur,Question
Est-ce que tu peux indiquer le plan en détail,Structure
Pourrais-tu identifier les visuels en quelques mots,Image
Je voudrais me faire un résumé avec précision,Résumé
Merci de récapituler le document rapidement,Résumé
Est-ce possible de expliquer les résultats sans oublier les points clés,Question
Est-ce que tu peux donner un aperçu général,Résumé
Je souhaite traduire le texte rapidement,Autre
Pourrais-tu partager par mail rapidement,Autre
Pourrais-tu afficher les valeurs financières en détail,Valeur
Je voudrais extraire les points clés brièvement,Résumé
Serait-il possible de afficher les éléments visuels brièvement,Image
Je souhaite expliquer les résultats rapidement,Question
Peux-tu identifier les visuels en détail,Image
Est-ce possible de donner la date du document avec précision,Question
Donne-moi extraire les figures s'il te plaît,Image
Pourrais-tu donner la date du document en quelques mots,Question
Je souhaite donner la date du document rapidement,Question
Merci de convertir ce fichier clairement,Autre
Merci de indiquer le plan brièvement,Structure
Pourrais-tu lister les graphiques rapidement,Image
Donne-moi afficher les éléments visuels clairement,Image
Je voudrais convertir ce fichier en détail,Autre
Je souhaite résumer ce document de façon synthétique,Résumé
Je souhaite afficher les valeurs financières en quelques mots,Valeur
Je souhaite extraire les points clés rapidement,Résumé
Serait-il possible de afficher les éléments visuels rapidement,Image
J'aimerais bien extraire les points clés brièvement,Résumé
Pourrais-tu donner les descriptions d'image sans oublier les points clés,Image
Je voudrais me dire l'objectif rapidement,Question
Je voudrais extraire les points clés s'il te plaît,Résumé
Peux-tu lister les graphiques sans oublier les points clés,Image
Est-ce que tu peux récapituler le document de façon synthétique,Résumé
Je voudrais indiquer le plan en quelques mots,Structure
J'aimerais bien présenter l'organisation en détail,Structure
J'aimerais bien donner la date du document de façon synthétique,Question
Est-ce que tu peux extraire les figures en quelques mots,Image
J'aimerais bien expliquer la structure du document,Structure
Pourrais-tu expliquer la structure du document brièvement,Structure
Donne-moi partager par mail en détail,Autre
Serait-il possible de expliquer la structure du document rapidement,Structure
Est-ce possible de afficher les éléments visuels brièvement,Image
Est-ce possible de extraire les points clés s'il te plaît,Résumé
Je souhaite ouvrir dans word avec précision,Autre
Est-ce possible de imprimer le fichier s'il te plaît,Autre
Peux-tu présenter l'organisation brièvement,Structure
Serait-il possible de extraire les figures en détail,Image
Serait-il possible de indiquer le plan rapidement,Structure
Peux-tu me faire un résumé clairement,Résumé
J'aimerais bien répondre à la question sur le projet avec précision,Question
Serait-il possible de extraire les figures de façon synthétique,Image
Pourrais-tu me dire l'objectif rapidement,Question
J'aimerais bien synthétiser le contenu de façon synthétique,Résumé
Est-ce que tu peux imprimer le fichier en quelques mots,Autre
Peux-tu convertir ce fichier brièvement,Autre
Serait-il possible de me faire un résumé clairement,Résumé
Merci de imprimer le fichier de façon synthétique,Autre
Je voudrais synthétiser le contenu rapidement,Résumé
Je souhaite donner les chiffres importants,Valeur
Serait-il possible de donner un aperçu général avec précision,Résumé
Peux-tu fournir les dépenses totales en quelques mots,Valeur
Est-ce possible de traduire le texte brièvement,Autre
Pourrais-tu télécharger le document avec précision,Autre
Je voudrais extraire les figures en quelques mots,Image
Est-ce que tu peux indiquer le plan s'il te plaît,Structure
Je souhaite indiquer l'auteur rapidement,Question
Est-ce possible de indiquer l'auteur s'il te plaît,Question
Je souhaite lister les graphiques en quelques mots,Image
Merci de lister les graphiques en détail,Image
Je souhaite synthétiser le contenu sans oublier les points clés,Résumé
Merci de me montrer la structure en quelques mots,Structure
Peux-tu afficher les éléments visuels de façon synthétique,Image
Je souhaite expliquer les résultats avec précision,Question
J'aimerais bien me donner le chiffre d'affaires en quelques mots,Valeur
Serait-il possible de afficher les valeurs financières sans oublier les points clés,Valeur
Est-ce que tu peux convertir ce fichier en détail,Autre
Pourrais-tu expliquer la structure du document brièvement,Structure
Donne-moi résumer ce document en détail,Résumé
Peux-tu lister les sections en quelques mots,Structure
Peux-tu lister les graphiques,Image
Est-ce possible de répondre à la question sur le projet avec précision,Question
Peux-tu télécharger le document avec précision,Autre
Pourrais-tu extraire les figures de façon synthétique,Image
J'aimerais bien me donner le chiffre d'affaires s'il te plaît,Valeur
Je souhaite montrer le budget en détail,Valeur
Je voudrais imprimer le fichier clairement,Autre
Donne-moi donner la table des matières rapidement,Structure
Merci de donner la date du document de façon synthétique,Question
Serait-il possible de donner un aperçu général sans oublier les points clés,Résumé
J'aimerais bien donner la date du document en quelques mots,Question
Je souhaite me faire un résumé rapidement,Résumé
Est-ce possible de lister les sections avec précision,Structure
Je souhaite lister les sections sans oublier les points clés,Structure
Serait-il possible de donner les chiffres importants brièvement,Valeur
Donne-moi synthétiser le contenu,Résumé
Donne-moi me faire un résumé,Résumé
Je voudrais me donner le chiffre d'affaires clairement,Valeur
Merci de extraire les figures en quelques mots,Image
Est-ce que tu peux indiquer l'auteur en détail,Question
J'aimerais bien extraire les figures brièvement,Image
Je voudrais synthétiser le contenu brièvement,Résumé
Serait-il possible de identifier les visuels sans oublier les points clés,Image
Est-ce que tu peux me montrer les images brièvement,Image
Serait-il possible de expliquer la structure du document en détail,Structure
Pourrais-tu extraire les points clés en détail,Résumé
Pourrais-tu indiquer l'auteur en quelques mots,Question
Peux-tu me donner le chiffre d'affaires s'il te plaît,Valeur
Peux-tu montrer le budget brièvement,Valeur
Est-ce possible de résumer ce document clairement,Résumé
J'aimerais bien répondre à la question sur le projet en détail,Question
Est-ce que tu peux résumer ce document avec précision,Résumé
Je voudrais me montrer les images de façon synthétique,Image
Donne-moi me montrer les images avec précision,Image
Je voudrais afficher les éléments visuels brièvement,Image
Donne-moi donner les chiffres importants s'il te plaît,Valeur
Serait-il possible de résumer ce document s'il te plaît,Résumé
Merci de indiquer l'auteur sans oublier les points clés,Question
Merci de répondre à la question sur le projet en quelques mots,Question
Peux-tu fournir les dépenses totales rapidement,Valeur
Je souhaite expliquer les résultats de façon synthétique,Question
J'aimerais bien lister les graphiques sans oublier les points clés,Image
Est-ce que tu peux partager par mail brièvement,Autre
Peux-tu télécharger le document en détail,Autre
Peux-tu synthétiser le contenu en quelques mots,Résumé
Est-ce que tu peux donner la table des matières rapidement,Structure
J'aimerais bien indiquer les montants de façon synthétique,Valeur
Donne-moi montrer le budget s'il te plaît,Valeur
J'aimerais bien me dire l'objectif rapidement,Question
Je souhaite donner les descriptions d'image rapidement,Image
J'aimerais bien convertir ce fichier en quelques mots,Autre
Serait-il possible de expliquer les résultats s'il te plaît,Question
J'aimerais bien donner la date du document en détail,Question
Est-ce que tu peux montrer le budget de façon synthétique,Valeur
Je souhaite synthétiser le contenu clairement,Résumé
Merci de répondre à la question sur le projet sans oublier les points clés,Question
Je souhaite résumer ce document,Résumé
Je voudrais convertir ce fichier en quelques mots,Autre
Peux-tu donner la table des matières en détail,Structure
Merci de récapituler le document clairement,Résumé
Est-ce que tu peux répondre à la question sur le projet en quelques mots,Question
Je souhaite indiquer le plan avec précision,Structure
Peux-tu traduire le texte sans oublier les points clés,Autre
Merci de expliquer les résultats brièvement,Question
Est-ce que tu peux expliquer la structure du document en détail,Structure
Donne-moi lister les sections,Structure
Merci de indiquer le plan rapidement,Structure
Je souhaite expliquer la structure du document en détail,Structure
Pourrais-tu me dire l'objectif rapidement,Question
Je souhaite donner les descriptions d'image en détail,Image
J'aimerais bien afficher les valeurs financières en détail,Valeur
Peux-tu donner la table des matières clairement,Structure
Serait-il possible de donner un aperçu général rapidement,Résumé
Est-ce que tu peux donner les descriptions d'image en détail,Image
Je souhaite télécharger le document rapidement,Autre
Merci de me faire un résumé rapidement,Résumé
Je souhaite me donner le chiffre d'affaires clairement,Valeur
Peux-tu me faire un résumé,Résumé
Merci de répondre à la question sur le projet avec précision,Question
Est-ce possible de me faire un résumé clairement,Résumé
Peux-tu me montrer les images,Image
Est-ce possible de extraire les points clés avec précision,Résumé
Peux-tu récapituler le document clairement,Résumé
Serait-il possible de montrer le budget clairement,Valeur
Donne-moi identifier les visuels clairement,Image
Donne-moi imprimer le fichier s'il te plaît,Autre
Peux-tu me dire qui est le responsable clairement,Question
Serait-il possible de lister les graphiques rapidement,Image
Peux-tu me dire l'objectif avec précision,Question
Est-ce que tu peux résumer ce document en quelques mots,Résumé
Je souhaite donner un aperçu général rapidement,Résumé
Je souhaite donner un aperçu général sans oublier les points clés,Résumé
Est-ce que tu peux extraire les points clés de façon synthétique,Résumé
Peux-tu fournir les dépenses totales,Valeur
Je voudrais me montrer les images en quelques mots,Image
Serait-il possible de donner les chiffres importants brièvement,Valeur
Serait-il possible de montrer le budget brièvement,Valeur
Serait-il possible de afficher les éléments visuels de façon synthétique,Image
Pourrais-tu me dire l'objectif sans oublier les points clés,Question
Je voudrais donner la date du document en détail,Question
Est-ce que tu peux ouvrir dans word,Autre
Merci de donner les descriptions d'image rapidement,Image
J'aimerais bien me dire qui est le responsable,Question
J'aimerais bien donner la table des matières avec précision,Structure
Je souhaite donner la table des matières rapidement,Structure
Je souhaite expliquer la structure du document sans oublier les points clés,Structure
Je voudrais imprimer le fichier rapidement,Autre
Donne-moi extraire les figures s'il te plaît,Image
Donne-moi me dire l'objectif sans oublier les points clés,Question
J'aimerais bien synthétiser le contenu en détail,Résumé
J'aimerais bien montrer le budget brièvement,Valeur
Je souhaite lister les sections rapidement,Structure
Est-ce que tu peux synthétiser le contenu sans oublier les points clés,Résumé
Est-ce que tu peux fournir les dépenses totales brièvement,Valeur
Merci de indiquer les montants en quelques mots,Valeur
Serait-il possible de donner la date du document brièvement,Question
Est-ce possible de imprimer le fichier en quelques mots,Autre
Est-ce que tu peux ouvrir dans word,Autre
Est-ce que tu peux expliquer la structure du document de façon synthétique,Structure
Je voudrais imprimer le fichier s'il te plaît,Autre
Merci de donner la table des matières clairement,Structure
Pourrais-tu répondre à la question sur le projet brièvement,Question
Donne-moi afficher les valeurs financières de façon synthétique,Valeur
J'aimerais bien me dire qui est le responsable de façon synthétique,Question
Je souhaite afficher les éléments visuels,Image
Serait-il possible de extraire les points clés en détail,Résumé
Serait-il possible de lister les sections en quelques mots,Structure
Je voudrais donner les chiffres importants brièvement,Valeur
Je voudrais afficher les valeurs financières rapidement,Valeur
Peux-tu télécharger le document en détail,Autre
Je voudrais extraire les figures avec précision,Image
Merci de me montrer les images,Image
Je voudrais partager par mail s'il te plaît,Autre
Merci de identifier les visuels de façon synthétique,Image
J'aimerais bien présenter l'organisation en détail,Structure
Je souhaite donner les descriptions d'image en détail,Image
Peux-tu récapituler le document en détail,Résumé
Peux-tu convertir ce fichier en détail,Autre
Peux-tu lister les graphiques clairement,Image
Est-ce possible de imprimer le fichier de façon synthétique,Autre
Donne-moi me faire un résumé de façon synthétique,Résumé
Je voudrais indiquer les montants de façon synthétique,Valeur
Serait-il possible de extraire les figures en quelques mots,Image
Est-ce possible de synthétiser le contenu avec précision,Résumé
Serait-il possible de lister les graphiques rapidement,Image
J'aimerais bien afficher les éléments visuels,Image
Je voudrais montrer le budget brièvement,Valeur
J'aimerais bien synthétiser le contenu s'il te plaît,Résumé
Serait-il possible de identifier les visuels en détail,Image
Serait-il possible de extraire les figures en détail,Image
Je voudrais extraire les figures avec précision,Image
Je souhaite expliquer la structure du document brièvement,Structure
Je voudrais indiquer les montants rapidement,Valeur
Peux-tu me montrer les images brièvement,Image
Je souhaite me dire l'objectif en quelques mots,Question
Merci de expliquer les résultats avec précision,Question
Merci de afficher les valeurs financières sans oublier les points clés,Valeur
Donne-moi afficher les éléments visuels brièvement,Image
Est-ce possible de synthétiser le contenu rapidement,Résumé
Je souhaite lister les graphiques,Image
Merci de me faire un résumé en quelques mots,Résumé
Est-ce que tu peux identifier les visuels sans oublier les points clés,Image
Merci de donner la date du document clairement,Question
Serait-il possible de imprimer le fichier clairement,Autre
Peux-tu donner un aperçu général de façon synthétique,Résumé
Est-ce que tu peux indiquer l'auteur sans oublier les points clés,Question
Je souhaite répondre à la question sur le projet,Question
Pourrais-tu ouvrir dans word avec précision,Autre
Donne-moi me dire qui est le responsable s'il te plaît,Question
Est-ce possible de expliquer la structure du document avec précision,Structure
Je voudrais me faire un résumé avec précision,Résumé
Je voudrais afficher les valeurs financières brièvement,Valeur
Pourrais-tu indiquer les montants,Valeur
J'aimerais bien me montrer la structure en détail,Structure
Donne-moi expliquer les résultats sans oublier les points clés,Question
Donne-moi lister les sections brièvement,Structure
Pourrais-tu récapituler le document de façon synthétique,Résumé
Je souhaite résumer ce document brièvement,Résumé
Je souhaite traduire le texte clairement,Autre
Peux-tu traduire le texte avec précision,Autre
J'aimerais bien expliquer les résultats avec précision,Question
Merci de indiquer les montants rapidement,Valeur
Peux-tu donner la table des matières avec précision,Structure
Serait-il possible de expliquer la structure du document clairement,Structure
Merci de partager par mail clairement,Autre
J'aimerais bien me dire l'objectif sans oublier les points clés,Question
Est-ce possible de répondre à la question sur le projet brièvement,Question
Merci de expliquer les résultats en détail,Question
Je voudrais récapituler le document rapidement,Résumé
Je souhaite extraire les points clés rapidement,Résumé
Je souhaite indiquer les montants de façon synthétique,Valeur
Je souhaite me montrer les images en quelques mots,Image
Pourrais-tu donner la date du document en quelques mots,Question
Serait-il possible de présenter l'organisation sans oublier les points clés,Structure
Donne-moi ouvrir dans word avec précision,Autre
Peux-tu synthétiser le contenu sans oublier les points clés,Résumé
Merci de récapituler le document en quelques mots,Résumé
Est-ce que tu peux expliquer la structure du document clairement,Structure
Je souhaite expliquer les résultats avec précision,Question
Pourrais-tu expliquer la structure du document s'il te plaît,Structure
Je voudrais répondre à la question sur le projet avec précision,Question
Donne-moi donner la date du document s'il te plaît,Question
Je souhaite convertir ce fichier avec précision,Autre
Serait-il possible de afficher les éléments visuels avec précision,Image
Peux-tu imprimer le fichier brièvement,Autre
Est-ce possible de traduire le texte en détail,Autre
Est-ce que tu peux me montrer la structure sans oublier les points clés,Structure
Je souhaite imprimer le fichier s'il te plaît,Autre
J'aimerais bien donner un aperçu général,Résumé
Pourrais-tu donner la table des matières sans oublier les points clés,Structure
Merci de extraire les points clés clairement,Résumé
Donne-moi présenter l'organisation de façon synthétique,Structure
Est-ce possible de ouvrir dans word de façon synthétique,Autre
Je voudrais extraire les points clés de façon synthétique,Résumé
J'aimerais bien donner la table des matières de façon synthétique,Structure
Je voudrais me montrer les images s'il te plaît,Image
Pourrais-tu résumer ce document en quelques mots,Résumé
Peux-tu donner les descriptions d'image,Image
Donne-moi partager par mail en quelques mots,Autre
Pourrais-tu télécharger le document de façon synthétique,Autre
Serait-il possible de donner un aperçu général en détail,Résumé
Serait-il possible de lister les sections,Structure
J'aimerais bien fournir les dépenses totales sans oublier les points clés,Valeur
Je souhaite montrer le budget sans oublier les points clés,Valeur
Peux-tu synthétiser le contenu de façon synthétique,Résumé
Est-ce possible de extraire les points clés en quelques mots,Résumé
Je voudrais ouvrir dans word clairement,Autre
Est-ce que tu peux indiquer le plan,Structure
Je voudrais indiquer les montants rapidement,Valeur
Je souhaite me faire un résumé s'il te plaît,Résumé
Est-ce que tu peux afficher les valeurs financières en détail,Valeur
Je voudrais indiquer les montants avec précision,Valeur
J'aimerais bien indiquer les montants en détail,Valeur
Je souhaite répondre à la question sur le projet en quelques mots,Question
Donne-moi me montrer la structure s'il te plaît,Structure
Pourrais-tu lister les sections de façon synthétique,Structure
Est-ce que tu peux indiquer les montants en détail,Valeur
Merci de partager par mail avec précision,Autre
Peux-tu afficher les éléments visuels rapidement,Image
Serait-il possible de fournir les dépenses totales en quelques mots,Valeur
Est-ce que tu peux traduire le texte rapidement,Autre
Donne-moi me dire l'objectif rapidement,Question
Est-ce possible de traduire le texte sans oublier les points clés,Autre
Est-ce possible de me dire qui est le responsable sans oublier les points clés,Question
Je souhaite donner les chiffres importants,Valeur
Est-ce que tu peux me montrer les images en quelques mots,Image
J'aimerais bien me montrer la structure clairement,Structure
Je voudrais partager par mail,Autre
Donne-moi me dire qui est le responsable rapidement,Question
Je souhaite synthétiser le contenu brièvement,Résumé
Je voudrais donner les descriptions d'image brièvement,Image
Peux-tu répondre à la question sur le projet rapidement,Question
J'aimerais bien extraire les points clés en détail,Résumé
Peux-tu convertir ce fichier avec précision,Autre
Je souhaite donner un aperçu général s'il te plaît,Résumé
Je souhaite convertir ce fichier s'il te plaît,Autre
Serait-il possible de donner les descriptions d'image brièvement,Image
Merci de extraire les points clés avec précision,Résumé
Je voudrais me dire l'objectif s'il te plaît,Question
Peux-tu montrer le budget de façon synthétique,Valeur
Pourrais-tu montrer le budget brièvement,Valeur
Je souhaite extraire les points clés brièvement,Résumé
Donne-moi lister les graphiques en détail,Image
Je voudrais donner les chiffres importants avec précision,Valeur
Pourrais-tu expliquer la structure du document sans oublier les points clés,Structure
Pourrais-tu imprimer le fichier de façon synthétique,Autre
Merci de indiquer les montants clairement,Valeur
Serait-il possible de donner les chiffres importants de façon synthétique,Valeur
Peux-tu identifier les visuels avec précision,Image
Je souhaite afficher les éléments visuels en détail,Image
J'aimerais bien afficher les valeurs financières clairement,Valeur
Est-ce possible de donner un aperçu général s'il te plaît,Résumé
Est-ce que tu peux montrer le budget clairement,Valeur
Serait-il possible de indiquer les montants clairement,Valeur
Est-ce possible de synthétiser le contenu en détail,Résumé
Est-ce possible de lister les graphiques de façon synthétique,Image
J'aimerais bien me dire l'objectif en détail,Question
J'aimerais bien expliquer les résultats s'il te plaît,Question
Est-ce que tu peux afficher les valeurs financières clairement,Valeur
Est-ce possible de donner les chiffres importants de façon synthétique,Valeur
Est-ce que tu peux afficher les éléments visuels de façon synthétique,Image
Est-ce que tu peux me donner le chiffre d'affaires sans oublier les points clés,Valeur
Pourrais-tu indiquer l'auteur brièvement,Question
Merci de donner un aperçu général en détail,Résumé
Serait-il possible de me donner le chiffre d'affaires en quelques mots,Valeur
Je voudrais résumer ce document de façon synthétique,Résumé
Est-ce possible de fournir les dépenses totales brièvement,Valeur
Merci de donner les descriptions d'image en détail,Image
Pourrais-tu me montrer la structure s'il te plaît,Structure
Peux-tu imprimer le fichier sans oublier les points clés,Autre
Donne-moi indiquer le plan sans oublier les points clés,Structure
J'aimerais bien me faire un résumé en détail,Résumé
Peux-tu partager par mail rapidement,Autre
Je voudrais récapituler le document en quelques mots,Résumé
J'aimerais bien me montrer les images sans oublier les points clés,Image
Est-ce que tu peux imprimer le fichier avec précision,Autre
Donne-moi expliquer la structure du document en détail,Structure
Je voudrais me montrer la structure,Structure
Est-ce possible de synthétiser le contenu rapidement,Résumé
Est-ce possible de récapituler le document en détail,Résumé
Pourrais-tu indiquer le plan avec précision,Structure
J'aimerais bien partager par mail en détail,Autre
J'aimerais bien convertir ce fichier de façon synthétique,Autre
Je voudrais fournir les dépenses totales,Valeur
Peux-tu présenter l'organisation avec précision,Structure
Peux-tu imprimer le fichier clairement,Autre
J'aimerais bien me montrer les images s'il te plaît,Image
Est-ce possible de montrer le budget de façon synthétique,Valeur
Je voudrais identifier les visuels de façon synthétique,Image
J'aimerais bien lister les graphiques sans oublier les points clés,Image
Merci de donner la date du document en détail,Question
Je souhaite convertir ce fichier en quelques mots,Autre
Est-ce possible de présenter l'organisation en quelques mots,Structure
J'aimerais bien afficher les éléments visuels en détail,Image
Merci de me donner le chiffre d'affaires avec précision,Valeur
Serait-il possible de télécharger le document,Autre
J'aimerais bien indiquer les montants de façon synthétique,Valeur
Est-ce que tu peux fournir les dépenses totales,Valeur
Pourrais-tu me montrer la structure clairement,Structure
Donne-moi indiquer le plan s'il te plaît,Structure
Merci de résumer ce document avec précision,Résumé
Est-ce que tu peux expliquer la structure du document s'il te plaît,Structure
Je voudrais partager par mail de façon synthétique,Autre
Pourrais-tu donner la table des matières brièvement,Structure
Peux-tu afficher les éléments visuels en détail,Image
Donne-moi lister les sections brièvement,Structure
Peux-tu donner les chiffres importants rapidement,Valeur
Je voudrais me dire qui est le responsable rapidement,Question
J'aimerais bien donner les chiffres importants clairement,Valeur
Est-ce possible de donner les descriptions d'image avec précision,Image
Merci de présenter l'organisation de façon synthétique,Structure
J'aimerais bien me montrer les images brièvement,Image
Pourrais-tu indiquer les montants de façon synthétique,Valeur
Pourrais-tu extraire les figures de façon synthétique,Image
Serait-il possible de me donner le chiffre d'affaires clairement,Valeur
Merci de synthétiser le contenu en quelques mots,Résumé
Je voudrais expliquer les résultats sans oublier les points clés,Question
Est-ce possible de indiquer l'auteur brièvement,Question
Peux-tu extraire les figures clairement,Image
Donne-moi répondre à la question sur le projet en détail,Question
J'aimerais bien répondre à la question sur le projet,Question
Est-ce possible de indiquer les montants rapidement,Valeur
Donne-moi expliquer la structure du document rapidement,Structure
Merci de afficher les valeurs financières,Valeur
Est-ce que tu peux résumer ce document s'il te plaît,Résumé
Est-ce que tu peux donner la date du document rapidement,Question
Pourrais-tu extraire les points clés en quelques mots,Résumé
Serait-il possible de montrer le budget,Valeur
Pourrais-tu récapituler le document rapidement,Résumé
Est-ce possible de donner un aperçu général en quelques mots,Résumé
Est-ce que tu peux donner la table des matières en détail,Structure
Est-ce que tu peux résumer ce document clairement,Résumé
Est-ce que tu peux donner un aperçu général s'il te plaît,Résumé
Peux-tu expliquer les résultats brièvement,Question
Pourrais-tu traduire le texte avec précision,Autre
Merci de ouvrir dans word rapidement,Autre
Serait-il possible de expliquer la structure du document de façon synthétique,Structure
Est-ce que tu peux indiquer les montants en quelques mots,Valeur
J'aimerais bien me faire un résumé rapidement,Résumé
Peux-tu indiquer l'auteur brièvement,Question
Est-ce que tu peux afficher les valeurs financières rapidement,Valeur
Peux-tu fournir les dépenses totales avec précision,Valeur
J'aimerais bien extraire les points clés avec précision,Résumé
Peux-tu donner un aperçu général sans oublier les points clés,Résumé
J'aimerais bien ouvrir dans word sans oublier les points clés,Autre
Merci de montrer le budget sans oublier les points clés,Valeur
J'aimerais bien indiquer l'auteur s'il te plaît,Question
Merci de expliquer la structure du document rapidement,Structure
Je voudrais donner un aperçu général avec précision,Résumé
Est-ce possible de traduire le texte rapidement,Autre
Peux-tu résumer ce document,Résumé
Est-ce possible de fournir les dépenses totales brièvement,Valeur
Pourrais-tu extraire les points clés s'il te plaît,Résumé
Donne-moi afficher les valeurs financières brièvement,Valeur
Peux-tu expliquer les résultats en quelques mots,Question
Peux-tu indiquer l'auteur brièvement,Question
Je voudrais ouvrir dans word brièvement,Autre
Est-ce possible de présenter l'organisation clairement,Structure
Je voudrais me dire l'objectif brièvement,Question
J'aimerais bien donner un aperçu général brièvement,Résumé
Je souhaite ouvrir dans word de façon synthétique,Autre
Je souhaite ouvrir dans word en quelques mots,Autre
Donne-moi lister les sections avec précision,Structure
Je voudrais me montrer les images de façon synthétique,Image
Je souhaite me montrer la structure s'il te plaît,Structure
Pourrais-tu donner un aperçu général brièvement,Résumé
Pourrais-tu partager par mail brièvement,Autre
Merci de me dire l'objectif avec précision,Question
Je souhaite donner la date du document en quelques mots,Question
Peux-tu extraire les figures rapidement,Image
Merci de donner les chiffres importants rapidement,Valeur
J'aimerais bien afficher les valeurs financières s'il te plaît,Valeur
Est-ce possible de partager par mail de façon synthétique,Autre
J'aimerais bien montrer le budget avec précision,Valeur
Merci de traduire le texte clairement,Autre
J'aimerais bien ouvrir dans word sans oublier les points clés,Autre
Je souhaite résumer ce document sans oublier les points clés,Résumé
Donne-moi ouvrir dans word en quelques mots,Autre
Pourrais-tu répondre à la question sur le projet s'il te plaît,Question
Peux-tu synthétiser le contenu avec précision,Résumé
Donne-moi traduire le texte en quelques mots,Autre
Est-ce que tu peux me dire l'objectif sans oublier les points clés,Question
Pourrais-tu identifier les visuels de façon synthétique,Image
Donne-moi extraire les points clés en quelques mots,Résumé
Est-ce possible de afficher les éléments visuels sans oublier les points clés,Image
Donne-moi me montrer la structure rapidement,Structure
Serait-il possible de ouvrir dans word en détail,Autre
Pourrais-tu afficher les éléments visuels clairement,Image
Merci de lister les graphiques rapidement,Image
Est-ce possible de extraire les points clés clairement,Résumé
Je voudrais expliquer la structure du document,Structure
Est-ce que tu peux lister les graphiques sans oublier les points clés,Image
Est-ce que tu peux expliquer la structure du document sans oublier les points clés,Structure
Peux-tu donner la table des matières sans oublier les points clés,Structure
J'aimerais bien lister les graphiques s'il te plaît,Image
Je souhaite extraire les figures brièvement,Image
Pourrais-tu me dire qui est le responsable de façon synthétique,Question
Je souhaite donner les descriptions d'image s'il te plaît,Image
Est-ce possible de ouvrir dans word sans oublier les points clés,Autre
Je souhaite synthétiser le contenu sans oublier les points clés,Résumé
Merci de me montrer les images de façon synthétique,Image
Je voudrais résumer ce document avec précision,Résumé
Serait-il possible de donner les chiffres importants rapidement,Valeur
Peux-tu indiquer l'auteur,Question
Merci de fournir les dépenses totales,Valeur
